source_text,target_text
"Translate Javanese to Indonesian: Setuju saya munggah fase wajar yen tiket munggah. Nanging, rega dasar ing pas fase penyisihan uwis kelarangan. Coba bandingake rega nonton ing malaysia, thailand.","Setuju makin naik fase wajar kalau tiket naik. Tapi, harga dasar di saat fase penyisihan sudah kemahalan. Coba bandingkan harga menonton di malaysia, thailand."
"Translate Javanese to Indonesian: Aku karo bojoku kagodha kanggo dolan nang restoran iki pas dewe sakeluarga dolan nang pontianak minggu kepungkur, amarga adhedhasar biji trip advisor abang kepiting yaiku restoran paling populer nang pontianak. Mbengi kurang luwih jam 7 aku karo bojoku wis tekan lan ndelok suasanane restoran sek ora terlalu rame mung keisi kurang luwih 4 meja thok. amarga dhewe mung wong loro pengen omong-omongan.","Saya dan isteri tergoda untuk mengunjungi restoran ini saat kami sekeluarga berkunjung ke pontianak minggu lalu, karena berdasarkan penilaian trip advisor abang kepiting merupakan restoran terpopuler di pontianak. Malam sekitar jam 7 saya dan isteri sudah sampai dan mendapati suasana restoran yang tidak terlalu ramai terisi sekitar 4 meja saja, karena kami hanya berdua ingin berbincang."
Translate Javanese to Indonesian: Aku teka ning omah mangan iki pas arepe jam mangan awan. Awal aku teka omah mangan iki mung ana pirang-pirang pengunjung sing lagi mangan. Nanging pas teka jam mangan awan omah mangan iki kebeg karo wong-wong kutha makassar. Akehe wong kutha makassar sing teka dinggo mangan awan nggambarne lak panggon iki iku omah mangan favorit ning kutha makassar.,"Saya tiba di rumah makan ini pada saat menjelang jam makan siang. Awal saya tiba rumah makan ini hanya ada beberapa pengunjung yang sedang bersantap. Namun, ketika tiba jam makan siang rumah makan ini penuh dengan para warga kota makassar. Banyaknya warga kota makassar yang tiba untuk makan siang menggambarkan bahwa tempat ini merupakan rumah makan favorit di kota makassar."
Translate Javanese to Indonesian: Tiket waterboom PIK jakarta dikabarake munggah,Tiket waterboom PIK jakarta dikabarkan naik
Translate Javanese to Indonesian: Lokasine lumayan adoh saka kutha bandung lan saiki ana 2 gerbang pambayaran kanggo isa marang the peak kanthi total 5000 rupiah. Iki kaya maksakake kanggo pungutan liar amarga kowe ora bakal isa marang the peak tanpa ngelewati kaloro gerbang iki.,Lokasi agak jauh dari kota bandung dan sekarang ada 2 gerbang pembayaran untuk bisa ke the peak dengan total 5000 rupiah. Ini seperti pemaksaan untuk pungutan liar karena anda tidak akan bisa ke the peak tanpa melewati kedua gerbang ini.
"Translate Javanese to Indonesian: Datane lengkap, aja percaya kpk iki ngapusi. Kasus iki di audit 10 taun kepungkur lan wis lengkap. Merga bar iku ana audit aliran dana sing tujuane khusus. Lak sir kan njaluk audit maneh. Wislah. Kasus century iku skandal ngelindungi elit tertentu.","Data lengkap, jangan percaya kpk ini bohong. Kasus ini di audit 10 tahun lalu dan sudah lengkap. Karena habis itu ada audit aliran dana dengan tujuan khusus. Kalau mau kan minta audit lagi. Sudahlah. Kasus century itu skandal melindungi elit tertentu."
"Translate Javanese to Indonesian: Dianjurake tenan, panganane enak banget tenan-tenan! Dhewe njegok ing panggonan saung sing ing bagian ndhuwur pas jam-jam srengenge lingsut, mangan mbengi dikancani srengenge lingsut! Lan kuwi apiik tenan.","Sangat dianjurkan, masakan enak banget benar-benar! Kita duduk di tempat saung yang di bagian atas pas jam-jam matahari terbenam, makan malam ditemani sunset deh! Dan itu baguus banget."
"Translate Javanese to Indonesian: Rcti kakehan iklan ora jelas, ganggu tenan","Rcti terlalu banyak iklan tidak jelas, sangat menggangu"
"Translate Javanese to Indonesian: Apik, liyahe wisata wahana aku uga seneng wisata kuliner. Wiwit aku ing bandung kuliner sek paling aku golek yaiku siomay lan batagor. Bisa uga yen batagor aku wis akrab karo batagor kingsley sek rasane legendaris. Kanggo urusan siomay, rasane ora salah yen pelancong manjakake wetenge ana ing saung siomay iki. Kaya judhule. Teksture alus, bumbune uga pas kena tenan.","Baik, selain wisata wahana saya juga suka wisata kuliner. Sejak saya di bandung kuliner yang paling saya buru adalah siomay dan batagor. Mungkin kalau batagor saya sudah akrab dengan batagor kingsley yang rasanya melegenda. Untuk urusan siomay, rasanya tidak salah kalau traveler memanjakan perutnya di saung siomay ini. Seperti judulnya. Teksturnya lembut, bumbunya juga pas kena banget."
"Translate Javanese to Indonesian: Penyajiane lumayan cepet, pelayanane apik lan mestine masakane enak. Dingge rega relatif sesuai karo rasa masakane.","Penyajian cukup cepat, pelayanan baik dan pastinya masakan enak. Untuk harga relatif sesuai dengan rasa masakannya."
"Translate Javanese to Indonesian: Meh nesu karo indosat, wis rong dina sinyal ngene banget","Mau marah sama indosat, sudah dua hari sinyal begini banget"
"Translate Javanese to Indonesian: Wislah indosat bangkrut ae, ning panggen ku ae sinyal ujuk-ujuk arang kading ilang enek ilang enek. padahal wilayah kutha semarang","Sudah indosat bangkrut saja, di tmpt ku saja sinyal tb2 kdg hilang muncul hilang muncul, padahal daerah kota semarang"
Translate Javanese to Indonesian: Transaksi tuku pulsa PKN pra bayar lewat mandiri mobile dadi ora efisien amarga kudu telepon 14000 kanggo entuk orane token / ora otomatis.,Transaksi beli pulsa PLN pra bayar melalui mandiri mobile menjadi tidak efisien karena harus telepon 14000 untuk dapat tidak tokennya / tidak otomatis.
"Translate Javanese to Indonesian: Ora mesti ing papang katutup kanggo rapat, rapat ing resto iki uga asik. Aja lali mesen sega goreng dendeng karo teh tarik.","Tidak mesti di ruang tertutup buat pertemuan, pertemuan di resto ini juga asik. Jangan lupa memesan nasi goreng dendeng sama teh tarik."
Translate Javanese to Indonesian: Samsung galaxy s wis diluncurne mambengi. Aku gela desaine standar banget. Harapanku mung kewujud 70%. Percuma kegawa sampek ngipi.,Samsung galaxy s sudah diluncurkan semalam. Saya kecewa desainnya standar banget. Harapan saya cuma terwujud 70%. Percuma terbawa sampai mimpi.
Translate Javanese to Indonesian: Eman-eman restorane reged. Ndhelok coro cilik ing cepak piring-piring kluban resik sing dienggo kanggo nyajikake panganan. Lan uga ana coro cilik ing lungguhane. Pangarepe karesikane panggonan diapiki.,Sayang restorannya kotor. Lihat kecoa kecil di dekat piring-piring sayur bersih yang dipakai untuk menyajikan makanan. Dan ada kecoa kecil juga di tempat duduknya. Berharap kebersihan tempat diperbaiki.
Translate Javanese to Indonesian: Iya regane 120 ewu. Aku uga uwis ngecek tokopedia.,Iya harganya 120 ribu. Saya juga sudah cek tokopedia.
"Translate Javanese to Indonesian: Seneng rasane isa ngebarne lelungane adewe ning bandung karo kunjungan terakhire adewe mandek ning the valley pas tanggal 2 november. Dina iku acarane ngerayakne dina pisah karo kanca-kancane adewe sing lagek arep pindah nyang kantor anyar. Menune rena-rena tapi ribs langsung dadi pilihanku. Menurutku, regane sumbut karo rasa panganane. Top.","Senang rasanya dapat mengakhiri perjalanan kita di bandung dengan kunjungan terakhir kita berhenti di the valley pada tanggal 2 november. Hari itu adalah acara dalam menrayakan hari perpisahan bersama teman kita yang baru akan pindah ke kantor baru. Menunya sangat bervariatif tetapi ribs langsung menjadi pilihan saya. Menurut saya, harganya sebanding dengan rasa makanan. Top."
"Translate Javanese to Indonesian: Kapal km fungka permata v kobongan, paling sitik telung welas mati.","Kapal km fungka permata v terbakar, sedikitnya 13 tewas"
"Translate Javanese to Indonesian: Somasi sek dilayangake rohayani, wong kang candu karo rokok, kanggo pt gudang garam, tbk lan pt djarum akhir-akhir iki munculake isu liyane.","Somasi yang dilayangkan rohayani, seorang pecandu rokok, kepada pt gudang garam, tbk dan pt djarum belakangan memunculkan isu lain."
Translate Javanese to Indonesian: Nganggo kartu kredit bca ora untung malah rugi gedhe,Pakai kartu kredit bca tidak untung malah rugi besar
"Translate Javanese to Indonesian: Restoran iki udu mung panggonan mangan biasa, nanging bisa didadikake panggonan wisata. Lokasine anyes tenan, panggonane uga apik, nyaman, kanthi pemandangan sing penak didelhok mripat. Menu sing disediakake uga aneka warna kanthi rasa sing enak. Ora perlu ngenteni suwi kanggo penyajian panganane. Rega uga relatif kajangkau. Kanggo panggonan foto uga apik.","Restoran ini bukan sekadar tempat makan biasa, tapi juga bisa dijadikan tempat wisata. Lokasinya sangat dingin, tempatnya juga bagus, nyaman, dengan pemandangan yang eye catching. Menu yang disediakan juga beragam dengan rasa yang enak. Tidak perlu menunggu lama dalam penyajian makanannya. Harga juga relatif terjangkau. Untuk tempat berfoto juga bagus."
"Translate Javanese to Indonesian: Lokasi gampang kajangkau, tataane restoran rata-rata, menu panganane lumayan variatif lan rasa panganane enak, rega kajangkau","Lokasi mudah dijangkau, penataan restoran average, menu makanan lumayan variatif dan rasa masakannya enak, harga terjangkau"
"Translate Javanese to Indonesian: Ya kleru encene, macet ngresula, ora macet gumun.","Ya serba salah memang, macet mengeluh, tidak macet heran."
"Translate Javanese to Indonesian: Omah mangan iki dumunung ing dalan abdurahman saleh, panggonane kapenak lan resik, menu masakane akeh piliane. Rasane cukup enak lan regane uga pas  karo rasa masakane.","Rumah makan ini terletak di jalan abdurahman saleh, tempatnya nyaman dan bersih, menu masakannya banyak pilihannya. Rasanya cukup enak dan harganya juga sepadan dengan rasa masakannya."
Translate Javanese to Indonesian: Kadang mikir piye ya rasane dadi wong wedok ning gym. Akeh mas mas lan om om ndelok. Mesti risih lan ora nyaman.,Kadang mikir gimana ya rasanya jadi perempuan di gym. Banyak mas mas dan om om melihat. Pasti risih dan tidak nyaman.
"Translate Javanese to Indonesian: Awakdewe teka mangan ning restoran iku, ngejak kaluwarga dulur tuwaku. Dheweke kabeh seneng banget kuwalitas masakan ning kene. Awakdewe pesen urang goreng endog asin lan rasane enak banget lan ngeluwihi kuwalitas resto ning hotel lintang lima. Direkomendasikne banget.","Kami datang makan ke restoran itu, mengajak keluarga kakak saya. Mereka semua sangat menyukai kualitas masakan di sini. Kami pesan udang goreng telor asin dan rasanya sangat enak dan melebihi kualitas resto di hotel bintang lima. Sangat direkomendasikan."
Translate Javanese to Indonesian: Pelayanane solaria tenan ora maremake meh ing sakabehane cabang sing ana ing Jakarta. Ora rekomendasi banget.,Pelayanan solaria sungguh tidak memuaskan hampir di seluruh cabang yang ada di Jakarta. Tidak rekomendasi banget.
Translate Javanese to Indonesian: Kancaku nglamar kerja ning tokopedia,Temanku melamar pekerjaan di tokopedia
Translate Javanese to Indonesian: Ora mung bisnis keluarga. Nanging jogo urusan negoro lan wong-wong ora kudu nebrakne karo urusan wong akeh alias global.,Bukan cuma bisnis keluarga. Tetapi menjaga kepentingan negara dan masyarakat tanpa membenturkannya dengan kepentingan global.
"Translate Javanese to Indonesian: Manggon ing daerah bukit-bukit dadi hawane lan pemandangane kapenak tenan, kajaba iku ana akeh pilian menu panganan nusantra, stik utawa pasta uga ana.","Terletak di daerah perbukitan sehingga udara dan pemandangannya sangat nyaman, di samping itu terdapat berbagai pilihan menu makanan nusantara, steak maupun pasta juga ada."
"Translate Javanese to Indonesian: Apik, matur suwun kanggo wangsulan sing lengkap banget lan jelas ya","Baik, terima kasih atas jawaban yang begitu lengkap dan jelas ya"
"Translate Javanese to Indonesian: Iwak pitik gorenge enak, teronge goreng uga. Ning pas arep njajal jengkol gorenge wis entek. Oh ya jus kedondongne uga seger.","Ayam gorengnya enak, terong gorengnya juga. Sayang mau coba jengkol gorengnya sudah habis. Oh ya jus kefonfongnya juga segar."
"Translate Javanese to Indonesian: Senin isuk tenan mesthi ora kekancan, mulai saka nganggo kudhung ora rapi, dalanan macet, transjakarta arah senayan ramene astaghfirullah, absen telat punjul jam 8, ora melu donga isuk.","Senin pagi memang selalu tidak bersahabat, mulai dari pakai jilbab berantakan, jalanan macet, transjakarta arah senayan ramainya astaghfirullah, absen telat lewat jam 8, ga ikut doa pagi."
"Translate Javanese to Indonesian: Cemburu iku rasane ora enak. Cemburu kuwi mangan ati. Cemburu kuwi lara, lak ora diungkapne","Cemburu itu rasanya tidak enak. Cemburu itu makan hati. Cemburu itu sakit, kalau tidak diungkapkan"
"Translate Javanese to Indonesian: Kaunggulan holycow dibandhingake karo resto steak liyane yaiku wagyune sek mantap. Favoritku yaiku wagyu sirloin steak sek dinikmati karo saus jamur. Rasane mantap. Daginge kandel lan dinikmati karo pipilan jagung godhog, kluban bayem lan masih kentang. Enak lan mantap.","Keunggulan holycow dibanding resto steak lain adalah wagyunya yang mantap. Favorit saya adalah wagyu sirloin steak yang dinikmati dengan mushroom sauce. Rasanya mantap. Dagingnya tebal dan dinikmati dengan butiran jagung rebus, sayur bayam dan masih potatto. Enak dan mantap."
"Translate Javanese to Indonesian: Hai ditha, dhewe informasikake yen pembayaranmu uwis mlebu ning akun rekening dhewe nanging pesenane ora sukses.","Hai ditha, kami informasikan bahwa pembayaran kamu telah masuk ke akun rekening kami namun pemesanan tidak berhasil."
"Translate Javanese to Indonesian: Nanging lak sesuk sir golek, de'e ana ning rak sing cedek krim wardah, sebrangan karo rak losion citra, mbak.","Cuma kalau besok mau mencari, dia ada di rak yang dekat cream krim wardah bersebrangan sama rak lotion citra, sister."
"Translate Javanese to Indonesian: Resto kanthi konsep saung2 sing manggon ing njero komplek perumahan. Panganane sing disajikake macem-macem wiwit saka sunda, panganan kulon, lan liya-liyane. hawa cukup anyes ing dina mbengi utawa nalika udan dadi disaranake nggawa jaket. Dalan antar saung nganggo watu-watu dadi kadang-kadan lunyu yen udan","Resto dengan konsep saung2 yang terletak di dalam komplek perumahan. Makanan yang disajikan beragam mulai dari sundanese, makanan barat, dll. udara cukup dingin di malam hari atau ketika hujan jadi disarankan membawa jaket. Jalan antar saung menggunakan batu-batu sehingga kadang-kadang licin ketika hujan"
"Translate Javanese to Indonesian: Panggone nyaman sanget, panganane enak, kopine enak. Pas kanggo nangkring bareng kanca-kanca utawa mangan wengi.","Tempatnya nyaman banget, makanannya enak, kopinya enak. Pas buat nongkrong bareng teman-teman atau makan malam."
"Translate Javanese to Indonesian: Lak kuota ku sesuk ora mbalik, aku arep nesu-nesu nyang indosat","Kalau kuota saya besok tidak balik, saya mau marah-marah ke indosat"
"Translate Javanese to Indonesian: Panggonane kapenak, panganane lumayan enak. Kangggo sing arep mitro suwi-suwi cocok tenan ana akeh panggonan lesehan kapenak banget ditambah karo hawa kang sejuk.","Tempatnya nyaman, makanan lumayan enak. Buat yang mau ngobrol lama-lama cocok sekali ada banyak tempat lesehan nyaman banget plus udara yang sejuk."
Translate Javanese to Indonesian: Rasa panganane cukup enak. Lokasine cukup strategis cepak eskalator mudun lan munggah mal. Sakabehane apik mantep.,Rasa makanan cukup enak. Lokasi cukup strategis dekat eskalator turun dan naik mal. Secara keseluruhan baik mantap.
"Translate Javanese to Indonesian: Hai, ya, mangga kowe entuk njajal lakokna mbayar pdam ing bukalapak.","Hai, ya, silakan kamu dapat mencoba lakukan pembayaran pdam di bukalapak."
"Translate Javanese to Indonesian: Enkaolshop, paling kenek dipercaya, barange apik apik","Enkaolshop, terpercaya, barangnya bagus bagus"
